,Year,NA_Sales,Name,ESRB_Rating,Genre,sales_pct
288,1997,0.17,ClayFighter 63 1/3,T,Fighting,0.30531609195402304
289,1997,0.18,Rally Cross,E,Racing,0.3232758620689655
290,1997,0.18,Riven: The Sequel to Myst,E,Adventure,0.3232758620689655
291,1997,0.18,WarCraft II: The Dark Saga,T,Strategy,0.3232758620689655
292,1997,0.19,Marvel Super Heroes,T,Fighting,0.3412356321839081
293,1997,0.2,Big Bass World Championship,E,Sports,0.3591954022988506
294,1997,0.2,MRC: Multi-Racing Championship,E,Racing,0.3591954022988506
295,1997,0.2,MechWarrior 2: 31st Century Combat,E,Simulation,0.3591954022988506
296,1997,0.2,Wheel of Fortune,E,Misc,0.3591954022988506
297,1997,0.21,Nightmare Creatures,M,Action,0.3771551724137931
298,1997,0.22,Command & Conquer,T,Strategy,0.3951149425287357
299,1997,0.23,Command & Conquer: Red Alert,T,Strategy,0.4130747126436782
300,1997,0.23,War Gods,M,Fighting,0.4130747126436782
301,1997,0.23,Wayne Gretzky's 3D Hockey '98,E,Sports,0.4130747126436782
302,1997,0.24,Alien Trilogy,M,Shooter,0.4310344827586207
303,1997,0.24,Colony Wars,E,Simulation,0.4310344827586207
304,1997,0.25,Independence Day,E,Shooter,0.4489942528735632
305,1997,0.25,Mischief Makers,E,Platform,0.4489942528735632
306,1997,0.26,PaRappa The Rapper,E,Misc,0.4669540229885058
307,1997,0.26,Wild ARMs,E,Role-Playing,0.4669540229885058
308,1997,0.28,Automobili Lamborghini,E,Racing,0.5028735632183908
309,1997,0.28,NHL FaceOff 98,E,Sports,0.5028735632183908
310,1997,0.28,Street Fighter EX Plus Alpha,T,Fighting,0.5028735632183908
311,1997,0.28,Virtual Pool,E,Sports,0.5028735632183908
312,1997,0.29,Tetrisphere,E,Puzzle,0.5208333333333333
313,1997,0.32,Mortal Kombat Mythologies: Sub-Zero,M,Fighting,0.5747126436781609
314,1997,0.32,Top Gear Rally,E,Racing,0.5747126436781609
315,1997,0.34,Duke Nukem: Total Meltdown,M,Shooter,0.6106321839080461
316,1997,0.35,Duke Nukem 64,M,Shooter,0.6285919540229885
317,1997,0.35,NBA ShootOut '97,E,Sports,0.6285919540229885
318,1997,0.35,Nightmare Creatures,M,Action,0.6285919540229885
319,1997,0.38,Doom 64,M,Shooter,0.6824712643678161
320,1997,0.38,Mortal Kombat Mythologies: Sub-Zero,M,Platform,0.6824712643678161
321,1997,0.38,Time Crisis,T,Shooter,0.6824712643678161
322,1997,0.39,Blast Corps,E,Action,0.7004310344827587
323,1997,0.39,Bushido Blade,T,Fighting,0.7004310344827587
324,1997,0.39,NCAA Football 98,E,Sports,0.7004310344827587
325,1997,0.43,Battle Stations,E,Strategy,0.7722701149425287
326,1997,0.43,Need for Speed: V-Rally,E,Racing,0.7722701149425287
327,1997,0.44,Mega Man 8 Anniversary Collector's Edition,E,Platform,0.7902298850574713
328,1997,0.45,Mega Man X4,E,Platform,0.8081896551724138
329,1997,0.45,Moto Racer,E,Racing,0.8081896551724138
330,1997,0.47,Extreme-G,E,Racing,0.8441091954022988
331,1997,0.47,Rampage World Tour,T,Action,0.8441091954022988
332,1997,0.48,NBA Hangtime,E,Sports,0.8620689655172414
333,1997,0.5,Bomberman 64,E,Puzzle,0.8979885057471264
334,1997,0.51,NHL 98,E,Sports,0.9159482758620692
335,1997,0.57,The Lost World: Jurassic Park,T,Action,1.023706896551724
336,1997,0.58,Castlevania: Symphony of the Night,T,Platform,1.0416666666666663
337,1997,0.61,Soul Blade,T,Fighting,1.0955459770114944
338,1997,0.61,Triple Play 98,E,Sports,1.0955459770114944
339,1997,0.63,San Francisco Rush: Extreme Racing,E,Racing,1.1314655172413792
340,1997,0.65,Test Drive: Off Road,E,Racing,1.1673850574712643
341,1997,0.66,Nuclear Strike,T,Simulation,1.1853448275862069
342,1997,0.67,Test Drive 4,E,Racing,1.2033045977011494
343,1997,0.73,Fighting Force,T,Action,1.3110632183908046
344,1997,0.75,Oddworld: Abe's Oddysee,T,Platform,1.3469827586206895
345,1997,0.81,Madden Football 64,E,Sports,1.4547413793103448
346,1997,1.01,NFL Quarterback Club 98,E,Sports,1.8139367816091956
347,1997,1.18,Monopoly,E,Misc,2.1192528735632186
348,1997,1.29,Madden NFL 98,E,Sports,2.3168103448275863
349,1997,1.37,WCW vs. nWo: World Tour,E,Fighting,2.460488505747126
350,1997,1.41,Jet Moto 2,E,Racing,2.5323275862068964
351,1997,1.41,NBA Live 98,E,Sports,2.5323275862068964
352,1997,1.43,NASCAR 98,E,Racing,2.568247126436781
353,1997,1.52,Cool Boarders 2,E,Sports,2.7298850574712645
354,1997,1.57,Croc: Legend of the Gobbos,E,Platform,2.819683908045977
355,1997,1.58,NFL GameDay 98,E,Sports,2.83764367816092
356,1997,2.28,Namco Museum Vol.3,E,Misc,4.094827586206896
357,1997,2.3,Theme Hospital,E,Strategy,4.130747126436781
358,1997,2.3,Tomb Raider II,T,Adventure,4.130747126436781
359,1997,3.78,Crash Bandicoot 2: Cortex Strikes Back,E,Platform,6.788793103448277
360,1997,3.79,Frogger,E,Action,6.8067528735632195
361,1998,0.01,Adidas Power Soccer 98,E,Sports,0.011637379262190158
362,1998,0.01,Kensei: Sacred Fist,T,Fighting,0.011637379262190158
363,1998,0.02,International Superstar Soccer Pro '98,E,Sports,0.02327475852438032
364,1998,0.02,Master of Monsters: Disciples of Gaia,E,Strategy,0.02327475852438032
365,1998,0.02,MotorHead,E,Racing,0.02327475852438032
366,1998,0.02,Nectaris: Military Madness,T,Strategy,0.02327475852438032
367,1998,0.02,Timeshock! Pro Pinball,E,Misc,0.02327475852438032
368,1998,0.02,Trap Gunner: Countdown to Oblivion,T,Strategy,0.02327475852438032
369,1998,0.02,Warhammer: Dark Omen,T,Strategy,0.02327475852438032
370,1998,0.03,Bottom of the 9th '99,E,Sports,0.03491213778657047
371,1998,0.03,Deadly Arts,T,Fighting,0.03491213778657047
372,1998,0.03,Dragonseeds,T,Action,0.03491213778657047
373,1998,0.03,Elemental Gearbolt,T,Shooter,0.03491213778657047
374,1998,0.03,Guilty Gear,T,Fighting,0.03491213778657047
375,1998,0.03,Judge Dredd,T,Shooter,0.03491213778657047
376,1998,0.03,Kagero: Deception II,M,Strategy,0.03491213778657047
377,1998,0.03,Theme Hospital,E,Strategy,0.03491213778657047
378,1998,0.03,Thunder Force V: Perfect System,E,Shooter,0.03491213778657047
379,1998,0.04,Auto Destruct,T,Action,0.04654951704876063
380,1998,0.04,C: The Contra Adventure,T,Shooter,0.04654951704876063
381,1998,0.04,Circuit Breakers,E,Racing,0.04654951704876063
382,1998,0.04,Dual Heroes,T,Fighting,0.04654951704876063
383,1998,0.04,G Darius,E,Shooter,0.04654951704876063
384,1998,0.04,No One Can Stop Mr. Domino!,E,Misc,0.04654951704876063
385,1998,0.04,Ogre Battle Series: Tactics Ogre,T,Role-Playing,0.04654951704876063
386,1998,0.04,Roll Away,E,Puzzle,0.04654951704876063
387,1998,0.04,Speed Racer,E,Racing,0.04654951704876063
388,1998,0.04,Uprising X,T,Action,0.04654951704876063
389,1998,0.05,Brigandine: The Legend of Forsena,E,Strategy,0.0581868963109508
390,1998,0.05,Devil Dice,E,Puzzle,0.0581868963109508
