Name,Genre,ESRB_Rating,Platform,Global_Sales,NA_Sales,Year
Brunswick Circuit Pro Bowling,Sports,E,PS,0.18,0.1,1998
FIFA 99,Sports,E,N64,0.54,0.11,1998
Bio FREAKS,Action,M,N64,0.14,0.11,1998
Darkstalkers 3,Fighting,T,PS,0.19,0.11,1998
MDK,Shooter,T,PS,0.2,0.11,1998
Space Station Silicon Valley,Adventure,E,N64,0.15,0.12,1998
Bust-A-Move 4,Puzzle,E,PS,0.22,0.12,1998
Rival Schools: United By Fate,Fighting,T,PS,0.52,0.12,1998
Buck Bumble,Action,E,N64,0.16,0.13,1998
Lucky Luke,Action,E,PS,0.24,0.13,1998
Jersey Devil,Platform,E,PS,0.23,0.13,1998
Magical Tetris Challenge,Puzzle,E,N64,0.2,0.13,1998
Colony Wars: Vengeance,Simulation,E,PS,0.23,0.13,1998
Sesame Street: Elmo's Number Journey,Misc,EC,PS,0.24,0.13,1998
Forsaken,Shooter,M,PS,0.24,0.13,1998
Wild 9,Action,T,PS,0.24,0.13,1998
Fighters Destiny,Fighting,T,N64,0.16,0.13,1998
Caesars Palace II,Misc,E,PS,0.25,0.14,1998
World Cup 98,Sports,E,N64,0.58,0.14,1998
Tomba!,Platform,E,PS,0.26,0.15,1998
Nagano Winter Olympics 98,Sports,E,N64,0.32,0.15,1998
Civilization II,Strategy,E,PS,0.28,0.15,1998
Quake,Shooter,M,N64,0.19,0.15,1998
Twisted Edge Extreme Snowboarding,Sports,E,N64,0.2,0.16,1998
X-Men vs. Street Fighter,Fighting,T,PS,0.42,0.16,1998
Body Harvest,Shooter,T,N64,0.2,0.16,1998
Future Cop L.A.P.D.,Simulation,T,PS,0.3,0.16,1998
WCW Nitro,Fighting,E,N64,0.21,0.17,1998
Tiny Toon Adventures: The Great Beanstalk,Misc,E,PS,0.31,0.17,1998
Sesame Street: Elmo's Letter Adventure,Misc,EC,PS,0.31,0.17,1998
Heart of Darkness,Platform,E,PS,0.32,0.18,1998
ESPN X-Games Pro Boarder,Sports,E,PS,0.32,0.18,1998
Pitfall 3D: Beyond the Jungle,Platform,T,PS,0.33,0.18,1998
Rally Cross 2,Racing,E,PS,0.35,0.19,1998
Deathtrap Dungeon,Action,M,PS,0.33,0.19,1998
Gex 64: Enter the Gecko,Action,E,N64,0.25,0.2,1998
Fox Sports College Hoops '99,Sports,E,N64,0.25,0.2,1998
Blasto,Action,T,PS,0.35,0.2,1998
San Francisco Rush: Extreme Racing,Racing,E,PS,0.38,0.21,1998
Ninja: Shadow of Darkness,Action,T,PS,0.38,0.21,1998
Rogue Trip: Vacation 2012,Racing,T,PS,0.38,0.21,1998
Bloody Roar,Fighting,T,PS,0.39,0.22,1998
Top Gear Overdrive,Racing,E,N64,0.29,0.23,1998
Forsaken 64,Shooter,M,N64,0.29,0.23,1998
Rascal,Action,E,PS,0.42,0.24,1998
NHL FaceOff 99,Sports,E,PS,0.43,0.24,1998
Brave Fencer Musashi,Role-Playing,E,PS,1.14,0.25,1998
NBA In The Zone '98,Sports,E,N64,0.27,0.25,1998
NBA Jam 99,Sports,E,N64,0.27,0.25,1998
NCAA Gamebreaker 99,Sports,E,PS,0.45,0.25,1998
Apocalypse,Action,T,PS,0.45,0.25,1998
Bushido Blade 2,Fighting,T,PS,0.68,0.25,1998
Vigilante 8,Racing,T,N64,0.31,0.25,1998
BattleTanx,Action,T,N64,0.33,0.26,1998
Bomberman Hero,Platform,E,N64,0.47,0.27,1998
Off Road Challenge,Racing,E,N64,0.34,0.27,1998
WipEout 64,Racing,E,N64,0.43,0.28,1998
Diablo,Role-Playing,M,PS,0.58,0.29,1998
Breath of Fire III,Role-Playing,T,PS,1,0.29,1998
NHL Breakaway 98,Sports,E,N64,0.32,0.3,1998
Extreme-G: XG2,Racing,E,N64,0.39,0.31,1998
Gex: Enter The Gecko,Platform,E,PS,0.58,0.32,1998
Small Soldiers,Adventure,T,PS,0.61,0.34,1998
Rush 2: Extreme Racing USA,Racing,E,N64,0.42,0.35,1998
Animaniacs Ten Pin Alley,Sports,E,PS,0.66,0.36,1998
Rampage World Tour,Action,T,N64,0.45,0.36,1998
Spice World,Action,E,PS,0.67,0.37,1998
Quest 64,Role-Playing,E,N64,0.47,0.38,1998
NHL 99,Sports,E,N64,0.39,0.38,1998
NFL Xtreme,Sports,E,PS,0.69,0.38,1998
Mega Man Legends,Adventure,E,PS,0.83,0.39,1998
Jeopardy!,Misc,E,PS,0.71,0.39,1998
Moto Racer 2,Racing,E,PS,0.69,0.39,1998
Command & Conquer: Red Alert Retaliation,Strategy,T,PS,0.7,0.39,1998
NBA ShootOut 98,Sports,E,PS,0.78,0.43,1998
All-Star Baseball 99,Sports,E,N64,0.48,0.44,1998
NBA Live 99,Sports,E,N64,0.47,0.45,1998
The Game of Life,Misc,E,PS,0.83,0.46,1998
MediEvil,Adventure,T,PS,0.83,0.46,1998
MLB 99,Sports,E,PS,0.86,0.48,1998
Waialae Country Club: True Golf Classics,Sports,E,N64,0.59,0.48,1998
Mortal Kombat 4,Fighting,M,N64,0.73,0.55,1998
Oddworld: Abe's Exoddus,Platform,T,PS,0.99,0.55,1998
Cruis'n World,Racing,E,N64,0.64,0.59,1998
NFL Quarterback Club 99,Sports,E,N64,0.62,0.59,1998
NCAA Football 99,Sports,E,PS,1.06,0.59,1998
NHL 99,Sports,E,PS,1.07,0.59,1998
Tomb Raider III: Adventures of Lara Croft,Adventure,T,PC,0.62,0.59,1998
Jampack Winter '98,Misc,T,PS,1.13,0.63,1998
Asteroids,Shooter,E,PS,1.15,0.64,1998
Vigilante 8,Racing,T,PS,1.23,0.68,1998
Glover,Platform,E,N64,0.91,0.72,1998
Mission: Impossible,Action,T,N64,1.17,0.74,1998
Major League Baseball Featuring Ken Griffey Jr,Sports,E,N64,0.79,0.75,1998
A Collection of Activision Classic Games for the Atari 2600,Misc,E,PS,1.37,0.76,1998
Duke Nukem: Time to Kill,Shooter,M,PS,1.38,0.77,1998
Grand Theft Auto,Action,M,PS,2.32,0.79,1998
Triple Play 99,Sports,E,PS,1.46,0.81,1998
Mortal Kombat 4,Fighting,M,PS,1.46,0.81,1998
Madden NFL 99,Sports,E,N64,0.9,0.84,1998
Tiger Woods 99 PGA Tour Golf,Sports,E,PS,1.53,0.85,1998
South Park,Shooter,M,N64,1.14,0.9,1998
Jeremy McGrath Supercross 98,Racing,E,PS,1.04,0.91,1998
NASCAR 99,Racing,E,N64,0.98,0.94,1998
Tenchu: Stealth Assassins,Action,M,PS,1.99,0.95,1998
Wheel of Fortune,Misc,E,PS,1.26,0.99,1998
Reel Fishing,Sports,E,PS,1.25,0.99,1998
NFL Blitz,Sports,E,N64,1.06,1.02,1998
Test Drive 5,Racing,E,PS,1.3,1.05,1998
Road Rash 3D,Racing,T,PS,1.25,1.05,1998
Knockout Kings,Fighting,E,PS,1.52,1.07,1998
WWF War Zone,Fighting,T,N64,1.33,1.08,1998
NBA Live 99,Sports,E,PS,1.22,1.13,1998
WCW vs the World,Fighting,E,PS,1.46,1.17,1998
Turok 2: Seeds of Evil,Shooter,M,N64,1.86,1.37,1998
NFL Blitz,Sports,E,PS,1.5,1.41,1998
WCW Nitro,Fighting,E,PS,1.88,1.42,1998
NFL GameDay 99,Sports,E,PS,1.53,1.44,1998
NASCAR 99,Racing,E,PS,1.52,1.45,1998
Twisted Metal III,Action,T,PS,1.73,1.48,1998
Rugrats: Search For Reptar,Adventure,E,PS,3.34,1.63,1998
Cool Boarders 3,Sports,E,PS,2.31,1.65,1998
Madden NFL 99,Sports,E,PS,1.74,1.66,1998
Tomb Raider III: Adventures of Lara Croft,Adventure,T,PS,3.54,1.66,1998
WCW/nWo Revenge,Fighting,E,N64,2.38,1.94,1998
A Bug's Life,Platform,E,PS,2.79,1.96,1998
Need for Speed III: Hot Pursuit,Racing,E,PS,3.12,2.14,1998
WWF War Zone,Fighting,T,PS,3.36,2.47,1998
Spyro the Dragon,Platform,E,PS,5,3.36,1998
Crash Bandicoot 3: Warped,Platform,E,PS,7.13,3.68,1998
Half-Life,Shooter,M,PC,4.12,4.03,1998
Irritating Stick,Action,E,PS,0.02,0.01,1999
Board Game: Top Shop,Misc,E,PS,0.02,0.01,1999
Shanghai: True Valor,Puzzle,E,PS,0.02,0.01,1999
Bomberman Fantasy Race,Racing,E,PS,0.02,0.01,1999
R-Type Delta,Shooter,E,PS,0.03,0.01,1999
Rising Zan: The Samurai Gunman,Action,M,PS,0.02,0.01,1999
Carmageddon 64,Action,M,N64,0.01,0.01,1999
Planescape: Torment,Role-Playing,T,PC,0.03,0.01,1999
Shadow Tower,Role-Playing,T,PS,0.1,0.01,1999
Age of Empires II: The Age of Kings,Strategy,T,PC,0.09,0.01,1999
Charlie Blasts Territory,Action,E,N64,0.03,0.02,1999
Tail Concerto,Adventure,E,PS,0.03,0.02,1999
The Smurfs,Adventure,E,PS,0.04,0.02,1999
Konami Arcade Classics,Misc,E,PS,0.04,0.02,1999
Starshot: Space Circus Fever,Platform,E,N64,0.03,0.02,1999
Ballistic,Puzzle,E,PS,0.04,0.02,1999
RollerCoaster Tycoon,Simulation,E,PC,0.04,0.02,1999
Clock Tower II: The Struggle Within,Adventure,M,PS,0.17,0.02,1999
Point Blank 2,Shooter,T,PS,0.04,0.02,1999
Tiny Toon Adventures: Toonenstein - Dare to Scare,Action,E,PS,0.05,0.03,1999
Dead in the Water,Action,E,PS,0.05,0.03,1999
Silhouette Mirage,Platform,E,PS,0.05,0.03,1999
Rat Attack!,Puzzle,E,PS,0.04,0.03,1999
Monaco Grand Prix,Racing,E,N64,0.04,0.03,1999
Killer Loop,Racing,E,PS,0.06,0.03,1999
TOCA 2 Touring Car Championship,Racing,E,PS,1.32,0.03,1999
Bass Rise,Sports,E,PS,0.05,0.03,1999
Interplay Sports Baseball 2000,Sports,E,PS,0.06,0.03,1999
G-Police: Weapons of Justice,Action,T,PS,0.06,0.03,1999
Broken Sword II: The Smoking Mirror,Adventure,T,PS,0.06,0.03,1999
Echo Night,Adventure,T,PS,0.12,0.03,1999
Fatal Fury: Wild Ambition,Fighting,T,PS,0.05,0.03,1999
Blast Radius,Action,E,PS,0.07,0.04,1999
K-1 Revenge,Fighting,E,PS,0.24,0.04,1999
Bust A Groove 2,Misc,E,PS,0.26,0.04,1999
Chameleon Twist 2,Platform,E,N64,0.05,0.04,1999
Chocobo's Dungeon 2,Role-Playing,E,PS,0.7,0.04,1999
R-Types,Shooter,E,PS,0.06,0.04,1999
R/C Stunt Copter,Simulation,E,PS,0.08,0.04,1999
All Star Tennis 99,Sports,E,N64,0.05,0.04,1999
Alexi Lalas International Soccer,Sports,E,PS,0.07,0.04,1999
NBA In The Zone '99,Sports,E,N64,0.04,0.04,1999
Destrega,Fighting,T,PS,0.07,0.04,1999
Bust-A-Move '99,Puzzle,E,N64,0.06,0.05,1999
Hello Kitty's Cube Frenzy,Puzzle,E,PS,0.09,0.05,1999
Penny Racers,Racing,E,N64,0.06,0.05,1999
Brunswick Circuit Pro Bowling,Sports,E,N64,0.06,0.05,1999
NHL Blades of Steel '99,Sports,E,N64,0.05,0.05,1999
Koudelka,Role-Playing,M,PS,0.08,0.05,1999
Fighter Maker,Fighting,T,PS,0.17,0.05,1999
Populous: The Beginning,Strategy,T,PS,0.09,0.05,1999
Shadowgate 64: Trials of the Four Towers,Adventure,E,N64,0.07,0.06,1999
Goemon's Great Adventure,Platform,E,N64,0.31,0.06,1999
Roadsters 99,Racing,E,N64,0.2,0.06,1999
International Track & Field 2000,Sports,E,PS,0.11,0.06,1999
Black Bass with Blue Marlin,Sports,E,PS,0.11,0.06,1999
"Grand Theft Auto: Mission Pack #1, London 1969",Adventure,M,PS,0.11,0.06,1999
Vandal Hearts II,Strategy,M,PS,0.1,0.06,1999
BoomBots,Fighting,T,PS,0.11,0.06,1999
Arcade Party Pak,Misc,T,PS,0.11,0.06,1999
Castlevania: Legacy of Darkness,Platform,T,N64,0.13,0.06,1999
Thousand Arms,Role-Playing,T,PS,0.12,0.06,1999
V-Rally Edition 99,Racing,E,N64,0.09,0.07,1999
Castrol Honda Superbike Racing,Racing,E,PS,0.13,0.07,1999
Chocobo Racing,Racing,E,PS,0.44,0.07,1999
Guardian's Crusade,Role-Playing,E,PS,0.12,0.07,1999
No Fear Downhill Mountain Biking,Sports,E,PS,0.13,0.07,1999
Lode Runner 3-D,Action,E,N64,0.1,0.08,1999
Chessmaster II,Strategy,E,PS,0.15,0.08,1999
T'ai Fu: Wrath of the Tiger,Action,T,PS,0.15,0.08,1999
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,Adventure,T,PS,0.14,0.08,1999
Disney's Story Studio: Disney's Mulan,Misc,E,PS,0.15,0.09,1999
Tonic Trouble,Platform,E,N64,0.11,0.09,1999
Glover,Platform,E,PS,0.17,0.09,1999
Top Gear Rally 2,Racing,E,N64,0.11,0.09,1999
Snowboard Kids 2,Sports,E,N64,0.11,0.09,1999
Fighting Force 64,Action,T,N64,0.11,0.09,1999
Nuclear Strike 64,Simulation,T,N64,0.11,0.09,1999
Earthworm Jim 3D,Platform,E,N64,0.12,0.1,1999
Rocket: Robot on Wheels,Platform,E,N64,0.12,0.1,1999
Big Air,Sports,E,PS,0.19,0.1,1999
Shadow Madness,Role-Playing,T,PS,0.18,0.1,1999
Micro Machines 64 Turbo,Racing,E,N64,0.14,0.11,1999
Re-Volt,Racing,E,PS,0.19,0.11,1999
Bassmasters 2000,Sports,E,N64,0.14,0.11,1999
Um Jammer Lammy,Misc,E,PS,0.66,0.12,1999
Rollcage,Racing,E,PS,0.21,0.12,1999
Sports Car GT,Racing,E,PS,0.22,0.12,1999
NBA Jam 2000,Sports,E,N64,0.13,0.12,1999
Barbie Super Sports,Sports,E,PS,0.22,0.12,1999
NHL Championship 2000,Sports,E,PS,0.22,0.12,1999
California Speed,Racing,E,N64,0.16,0.13,1999
Destruction Derby 64,Racing,E,N64,0.16,0.13,1999
Asteroids Hyper 64,Shooter,E,N64,0.16,0.13,1999
Space Invaders,Shooter,E,N64,0.16,0.13,1999
Rampage 2: Universal Tour,Action,T,PS,0.23,0.13,1999
Street Fighter EX2 Plus,Fighting,T,PS,0.23,0.13,1999
Scrabble,Misc,E,PS,0.25,0.14,1999
World Driver Championship,Racing,E,N64,0.17,0.14,1999
Re-Volt,Racing,E,N64,0.18,0.14,1999
Grandia,Role-Playing,E,PS,0.25,0.14,1999
Sesame Street: Elmo's Letter Adventure,Misc,EC,N64,0.18,0.14,1999
Shadow Man,Action,M,PS,0.25,0.14,1999
Evil Zone,Fighting,T,PS,0.25,0.14,1999
Marvel Super Heroes vs. Street Fighter,Fighting,T,PS,0.26,0.14,1999
Sesame Street: Elmo's Number Journey,Misc,EC,N64,0.19,0.15,1999
Warpath: Jurassic Park,Fighting,T,PS,0.28,0.15,1999
Jade Cocoon: Story of the Tamamayu,Role-Playing,T,PS,0.27,0.15,1999
Suikoden II,Role-Playing,T,PS,0.68,0.15,1999
Tomba! 2: The Evil Swine Return,Platform,E,PS,0.29,0.16,1999
Fisherman's Bait 2: Big Ol' Bass,Sports,E,PS,0.29,0.16,1999
Hybrid Heaven,Role-Playing,T,N64,0.25,0.16,1999
Monopoly,Misc,E,N64,0.21,0.17,1999
A Collection of Intellivision Classic Games,Misc,E,PS,0.31,0.17,1999
Gex 3: Deep Cover Gecko,Platform,E,N64,0.21,0.17,1999
40 Winks,Platform,E,PS,0.31,0.17,1999
Demolition Racer,Racing,E,PS,0.31,0.17,1999
Omega Boost,Shooter,E,PS,0.52,0.17,1999
NHL FaceOff 2000,Sports,E,PS,0.31,0.17,1999
South Park: Chef's Luv Shack,Misc,M,PS,0.31,0.17,1999
Ehrgeiz,Fighting,T,PS,0.3,0.17,1999
WinBack: Covert Operations,Shooter,T,N64,0.21,0.17,1999
Bust-A-Move '99,Puzzle,E,PS,0.32,0.18,1999
Worms Armageddon,Strategy,E,PS,1.06,0.18,1999
Shadow Man,Action,M,N64,0.27,0.18,1999
Rampage 2: Universal Tour,Action,T,N64,0.22,0.18,1999
Paperboy,Action,E,N64,0.24,0.19,1999
WipEout 3,Racing,E,PS,0.34,0.19,1999
South Park: Chef's Luv Shack,Misc,M,N64,0.24,0.19,1999
Tiny Tank,Action,T,PS,0.34,0.19,1999
Road Rash 64,Racing,T,N64,0.24,0.19,1999
LEGO Racers,Racing,E,PS,0.36,0.2,1999
NBA Courtside 2 featuring Kobe Bryant,Sports,E,N64,0.25,0.2,1999
South Park Rally,Racing,M,PS,0.36,0.2,1999
NCAA Final Four 2000,Sports,E,PS,0.38,0.21,1999
Duke Nukem: Zero Hour,Shooter,M,N64,0.26,0.21,1999
Armorines: Project S.W.A.R.M.,Shooter,T,N64,0.26,0.21,1999
Bugs Bunny: Lost in Time,Platform,E,PS,0.4,0.22,1999
The New Tetris,Puzzle,E,N64,0.29,0.22,1999
Thrasher Presents: Skate and Destroy,Sports,E,PS,0.39,0.22,1999
NBA ShootOut 2000,Sports,E,PS,0.4,0.22,1999
NCAA GameBreaker 2000,Sports,E,PS,0.4,0.22,1999
FIFA 2000,Sports,E,PS,1.87,0.22,1999
You Don't Know Jack,Misc,T,PS,0.4,0.22,1999
Road Rash: Jailbreak,Racing,T,PS,0.4,0.22,1999
Command & Conquer,Strategy,T,N64,0.27,0.22,1999
Supercross 2000,Racing,E,N64,0.29,0.23,1999
NBA Showtime: NBA on NBC,Sports,E,N64,0.25,0.23,1999
Ken Griffey Jr.'s Slugfest,Sports,E,N64,0.29,0.23,1999
Quake II,Shooter,M,PS,0.41,0.23,1999
Xena: Warrior Princess - The Talisman of Fate,Fighting,T,N64,0.29,0.23,1999
Monster Truck Madness 64,Racing,E,N64,0.3,0.24,1999
Quake II,Shooter,M,N64,0.3,0.24,1999
The X Files,Adventure,T,PS,0.42,0.24,1999
Hot Wheels Turbo Racing,Racing,E,N64,0.31,0.25,1999
Missile Command,Shooter,E,PS,0.45,0.25,1999
Harvest Moon 64,Simulation,E,N64,0.48,0.25,1999
Bass Hunter 64,Sports,E,N64,0.31,0.25,1999
Bloody Roar II,Fighting,T,PS,0.46,0.25,1999
MTV Music Generator,Misc,E,PS,0.47,0.26,1999
Star Ocean: The Second Story,Role-Playing,E,PS,1.1,0.26,1999
Triple Play 2000,Sports,E,N64,0.28,0.27,1999
NFL Xtreme 2,Sports,E,PS,0.48,0.27,1999
Wu-Tang: Shaolin Style,Fighting,M,PS,0.48,0.27,1999
Vigilante 8: 2nd Offense,Racing,T,PS,0.48,0.27,1999
Lunar: Silver Star Story Complete,Role-Playing,T,PS,0.55,0.27,1999
Mission: Impossible,Action,T,PS,0.52,0.29,1999
Turok: Rage Wars,Shooter,M,N64,0.37,0.3,1999
Gex 3: Deep Cover Gecko,Platform,T,PS,0.53,0.3,1999
NBA Showtime: NBA on NBC,Sports,E,PS,0.55,0.31,1999
BattleTanx: Global Assault,Action,T,N64,0.39,0.31,1999
Fighting Force 2,Action,T,PS,0.55,0.31,1999
Championship Motocross featuring Ricky Carmichael,Racing,E,PS,0.58,0.32,1999
Superman: The New Superman Adventures,Action,E,N64,0.41,0.33,1999
Barbie: Race & Ride,Action,E,PS,0.59,0.33,1999
CyberTiger,Sports,E,PS,0.59,0.33,1999
Xena: Warrior Princess,Adventure,T,PS,0.6,0.33,1999
Sim Theme Park,Strategy,E,PS,0.63,0.35,1999
Centipede,Shooter,E,PS,0.65,0.36,1999
All-Star Baseball 2000,Sports,E,N64,0.39,0.36,1999
Legend of Legaia,Role-Playing,E,PS,0.66,0.37,1999
NFL Quarterback Club 2000,Sports,E,N64,0.4,0.37,1999
Bottom of the 9th,Sports,E,N64,0.37,0.37,1999
Tiger Woods PGA Tour 2000,Sports,E,PS,0.66,0.37,1999
Street Sk8er,Sports,E,PS,0.67,0.37,1999
Resident Evil 2,Action,M,N64,0.56,0.39,1999
South Park,Shooter,M,PS,0.71,0.39,1999
Rayman 2: The Great Escape,Platform,E,N64,0.64,0.4,1999
Beetle Adventure Racing!,Racing,E,N64,0.62,0.4,1999
Test Drive 6,Racing,E,PS,0.72,0.4,1999
Rugrats: Scavenger Hunt,Misc,E,N64,0.51,0.41,1999
Croc 2,Platform,E,PS,0.73,0.41,1999
Jet Moto 3,Racing,E,PS,0.74,0.41,1999
Tomb Raider: The Last Revelation,Action,T,PC,0.41,0.41,1999
NBA Live 2000,Sports,E,N64,0.44,0.42,1999
Gauntlet Legends,Action,T,N64,0.54,0.43,1999
Castlevania,Platform,T,N64,0.64,0.44,1999
The Next Tetris,Puzzle,E,PS,0.81,0.45,1999
Final Fantasy Anthology,Role-Playing,T,PS,0.8,0.45,1999
Q*bert,Puzzle,E,PS,0.84,0.46,1999
Army Men: Air Attack,Action,T,PS,0.85,0.47,1999
Ready 2 Rumble Boxing,Sports,T,N64,0.59,0.47,1999
NHL 2000,Sports,E,PS,0.87,0.48,1999
Tom Clancy's Rainbow Six,Shooter,T,N64,0.64,0.48,1999
A Bug's Life,Platform,E,N64,0.63,0.49,1999
NASCAR 2000,Racing,E,N64,0.53,0.49,1999
3Xtreme,Action,E,PS,0.9,0.5,1999
LEGO Racers,Racing,E,N64,0.71,0.51,1999
MLB 2000,Sports,E,PS,0.94,0.52,1999
NCAA Football 2000,Sports,E,PS,0.95,0.53,1999
Jampack Summer '99,Misc,T,PS,0.96,0.54,1999
NFL Blitz 2000,Sports,E,N64,0.58,0.55,1999
Pong: The Next Level,Puzzle,E,PS,1.01,0.56,1999
Rugrats Studio Tour,Adventure,E,PS,1.31,0.57,1999
WWF Attitude,Fighting,T,N64,0.71,0.57,1999
Madden NFL 2000,Sports,E,N64,0.61,0.58,1999
Legacy of Kain: Soul Reaver,Adventure,M,PS,1.04,0.58,1999
Hot Wheels Turbo Racing,Racing,E,PS,1.07,0.59,1999
NFL Blitz 2000,Sports,E,PS,1.09,0.6,1999
Ready 2 Rumble Boxing,Sports,T,PS,1.08,0.6,1999
WCW Mayhem,Fighting,T,N64,0.79,0.63,1999
Knockout Kings 2000,Fighting,T,N64,0.92,0.63,1999
Cool Boarders 4,Sports,E,PS,1.17,0.65,1999
Metal Gear Solid VR Missions,Adventure,M,PS,1.18,0.66,1999
R4: Ridge Racer Type 4,Racing,E,PS,2.06,0.68,1999
WCW Mayhem,Fighting,T,PS,1.22,0.68,1999
Army Men: Sarge's Heroes,Shooter,T,N64,0.81,0.68,1999
Toy Story 2: Buzz Lightyear to the Rescue!,Platform,E,N64,0.93,0.71,1999
Ape Escape,Platform,E,PS,1.63,0.71,1999
Silent Hill,Adventure,M,PS,1.6,0.71,1999
Star Wars Episode I: The Phantom Menace,Adventure,T,PS,1.74,0.72,1999
Triple Play 2000,Sports,E,PS,1.43,0.79,1999
NASCAR 2000,Racing,E,PS,1.59,0.88,1999
Sled Storm,Racing,E,PS,1.62,0.9,1999
Tom Clancy's Rainbow Six,Shooter,T,PS,1.64,0.93,1999
Jampack Winter '99,Misc,T,PS,1.69,0.94,1999
Toy Story 2: Buzz Lightyear to the Rescue!,Platform,E,PS,1.71,0.99,1999
The Dukes of Hazzard: Racing for Home,Racing,E,PS,1.19,0.99,1999
NFL GameDay 2000,Sports,E,PS,1.8,1,1999
Knockout Kings 2000,Fighting,T,PS,1.41,1.02,1999
Twisted Metal 4,Racing,T,PS,1.28,1.07,1999
Army Men 3D,Action,T,PS,1.28,1.1,1999
NFL 2K,Sports,E,DC,1.2,1.12,1999
Tomb Raider: The Last Revelation,Action,T,PS,2.48,1.15,1999
WWF WrestleMania 2000,Fighting,T,N64,1.48,1.2,1999
Pac-Man World,Action,E,PS,1.5,1.21,1999
Namco Museum 64,Misc,E,N64,1.45,1.24,1999
Sonic Adventure,Platform,E,DC,2.42,1.26,1999
WWF Attitude,Fighting,T,PS,1.76,1.27,1999
NBA Live 2000,Sports,E,PS,1.52,1.43,1999
Medal of Honor,Shooter,T,PS,2.67,1.44,1999
Command & Conquer: Tiberian Sun,Strategy,T,PC,1.55,1.55,1999
Need for Speed: High Stakes,Racing,E,PS,2.31,1.58,1999
Madden NFL 2000,Sports,E,PS,1.75,1.68,1999
007: Tomorrow Never Dies,Shooter,T,PS,3.21,1.72,1999
Who Wants to be a Millionaire,Misc,E,PC,1.94,1.94,1999
Syphon Filter,Shooter,T,PS,2.88,2.03,1999
Sim Theme Park,Strategy,E,PC,2.08,2.04,1999
Spyro 2: Ripto's Rage!,Platform,E,PS,3.52,2.14,1999
Crash Team Racing,Racing,E,PS,4.79,2.57,1999
Warzone 2100,Strategy,T,PS,5.01,2.79,1999
Driver,Action,T,PS,6.27,3.11,1999
Tony Hawk's Pro Skater,Sports,T,PS,5.02,3.42,1999
K-1 Grand Prix,Fighting,E,PS,0.01,0.01,2000
Renegade Racers,Racing,E,PS,0.03,0.01,2000
RayCrisis: Series Termination,Shooter,E,PS,0.02,0.01,2000
SimCity 3000 Unlimited,Simulation,E,PC,0.01,0.01,2000
PGA European Tour,Sports,E,N64,0.01,0.01,2000
International Superstar Soccer 2000 (All region sales),Sports,E,N64,0.51,0.01,2000
Builder's Block,Strategy,E,PS,0.01,0.01,2000
Sheep,Strategy,E,PS,0.02,0.01,2000
Silent Bomber,Action,T,PS,0.02,0.01,2000
Samurai Shodown: Warrios Rage,Fighting,T,PS,0.01,0.01,2000
Jojo's Bizarre Adventure,Fighting,T,PS,0.02,0.01,2000
Hogs of War,Role-Playing,T,PS,0.02,0.01,2000
Vanark,Shooter,T,PS,0.01,0.01,2000
Iron Soldier 3,Simulation,T,PS,0.02,0.01,2000
The Sims,Simulation,T,PC,0.05,0.01,2000
Monster Rancher Hop-A-Bout,Action,E,PS,0.03,0.02,2000
Mr. Driller,Puzzle,E,PS,0.04,0.02,2000
Rat Attack!,Puzzle,E,N64,0.02,0.02,2000
Roadsters,Racing,E,PS,0.03,0.02,2000
Colin McRae Rally 2.0,Racing,E,PS,0.91,0.02,2000
Rhapsody: A Musical Adventure,Role-Playing,E,PS,0.04,0.02,2000
Big Mountain 2000,Sports,E,N64,0.03,0.02,2000
NHL Blades of Steel 2000,Sports,E,PS,0.04,0.02,2000
Countdown Vampires,Adventure,M,PS,0.04,0.02,2000
Deception III: Dark Delusion,Role-Playing,M,PS,0.04,0.02,2000
World of Dragon Warrior - Torneko: The Last Hope,Role-Playing,T,PS,0.65,0.02,2000
Animorphs: Shattered Reality,Action,E,PS,0.06,0.03,2000
The Misadventures of Tron Bonne,Adventure,E,PS,0.05,0.03,2000
Gold and Glory: The Road to El Dorado,Adventure,E,PS,0.06,0.03,2000
Looney Tunes Duck Dodgers Starring: Daffy Duck,Platform,E,N64,0.04,0.03,2000
Rally Challenge 2000,Racing,E,N64,0.04,0.03,2000
Arthur! Ready to Race,Racing,E,PS,0.05,0.03,2000
Test Drive Le Mans,Racing,E,PS,0.05,0.03,2000
Power Spike Pro Beach Volleyball,Sports,E,PS,0.05,0.03,2000
Championship Surfer,Sports,E,PS,0.06,0.03,2000
Worms Armageddon,Strategy,E,N64,0.04,0.03,2000
Romance of the Three Kingdoms VI: Awakening of the Dragon,Strategy,E,PS,0.05,0.03,2000
Expendable,Action,T,PS,0.05,0.03,2000
Persona 2: Eternal Punishment,Role-Playing,T,PS,0.35,0.03,2000
Monster Rancher Battle Card: Episode II,Action,E,PS,0.07,0.04,2000
Blues Brothers 2000,Platform,E,N64,0.05,0.04,2000
Disney's Donald Duck: Goin' Quackers,Platform,E,PS2,0.08,0.04,2000
Gradius III and IV,Shooter,E,PS2,0.08,0.04,2000
NBA in the Zone 2000,Sports,E,N64,0.04,0.04,2000
Duke Nukem: Land of the Babes,Shooter,M,PS,0.08,0.04,2000
Hercules: The Legendary Journeys,Action,T,N64,0.05,0.04,2000
Incredible Crisis,Action,T,PS,0.08,0.04,2000
